OBJECTID,OBJECTID_1,ID,Apr_2011,May_2011,Jun_2011,Jul_2011,Aug_2011,Sep_2011,Oct_2011,Nov_2011,Dec_2011,Jan_2012,Feb_2012,March_2012,Apr_2010,May_2010,Jun_2010,Jul_2010,Aug_2010,Sep_2010,Oct_2010,Nov_2010,Dec_2010,Jan_2011,Feb_2011,Mar_2011,Apr_2009,May_2009,Jun_2009,Jul_2009,Aug_2009,Sep_2009,Oct_2009,Nov_2009,Dec_2009,Jan_2010,Feb_2010,Mar_2010,sum_2011,sum_2010,sum_2009,total,X_Centroid,Y_Centroid,Pop_2011,Shape_Area
280,280,239,0,9,6,7,13,8,2,1,1,3,11,1,9,5,15,1,4,5,0,19,5,6,2,17,0,0,0,2,1,0,0,0,1,1,4,0,62,88,9,159,1219976.346,4090680.157,125601,3350225443
281,281,244,5,7,5,4,2,0,1,0,2,1,1,1,0,0,7,13,0,4,2,0,1,2,0,1,2,2,15,6,9,1,0,5,1,0,1,2,29,30,44,103,1223068.333,3831935.931,80783,5471341829
282,282,285,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,346610.7377,3424458.19,48943,1619726486
283,283,289,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,11,348766.9061,3489853.533,22391,1435663420
284,284,360,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,6,81338.57736,3908279.086,49841,1052594255
285,285,18,5,2,5,3,5,1,2,0,1,1,3,1,3,4,5,4,2,5,2,4,3,2,2,1,2,5,4,6,2,4,2,3,2,2,1,2,29,37,35,101,645752.2832,4018612.382,495472,1503282560
286,286,12,2,5,3,7,11,9,11,6,2,4,2,4,3,8,7,11,7,7,6,2,2,3,0,1,1,7,6,7,3,3,3,3,5,3,3,2,66,57,46,169,207055.6231,3773548.738,141161,2738402149
287,287,17,2,3,2,2,1,1,1,2,1,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,27,216932.7625,3720835.203,43221,1429202663
288,288,15,1,5,2,0,3,1,1,0,0,1,0,0,4,3,1,2,0,1,1,0,1,3,8,4,2,14,18,2,3,4,4,0,1,0,1,0,14,28,49,91,238043.4533,3746533.328,73154,1572921811
289,289,251,15,8,27,33,25,17,2,3,0,8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,148,1349247.689,3916982.131,53582,1809843102
